Epoch,Train_Loss,Val_Loss,Test_Loss
1,0.033588086920125146,0.11919743981626299,0.35067518386575913
2,0.012118292706353324,0.11591228025241031,1126442620.6067681
3,111.06411689094135,0.16006500439511406,0.3696570247411728
4,0.01227616984397173,0.09497351530525419,0.25490942349036533
5,0.010860616186012825,0.10104985617929035,0.2631547782156203
6,0.010619240203162744,0.09271935456328922,0.244660878347026
7,0.010173386616987131,0.09145145366589229,0.2376117068860266
8,0.00983690359585342,0.08152937930491236,0.2125670545630985
9,0.009640806786982077,0.07608000892731878,0.1886860811048084
10,0.008083385537334141,0.030226953327655792,0.062478675610489316
11,0.003618597795832015,0.0008628862738583444,0.006857068730621702
12,0.002668816856818185,0.0011176667742094854,0.015364017492781082
13,0.002185162924607063,0.0023949345340952277,0.02501443928728501
14,0.0018386446477268777,0.003950957027781341,0.03240657602954242
15,0.001744037807276029,0.0043293141578841544,0.03348660024089946
16,0.001763206740309085,0.005987874128752285,0.039478108286857605
17,0.0017101490077385236,0.004528080346062779,0.03563369924409522
18,0.0016856458692234896,0.004850171700430413,0.03685964457690716
19,0.0016006264999131894,0.0044272618445878225,0.03495121105677552
20,0.0015634798993622617,0.004079074495368534,0.03344079929714402
21,0.0015904159892150866,0.0029170787375834254,0.02893661531723208
22,0.0015756051482943196,0.004744343550151421,0.03552995725638337
23,0.001448954265686639,0.0036677423890473116,0.03215549643047982
24,0.001461990702886223,0.004814949714475208,0.03570404679824909
25,0.0013961271518686165,0.003790492178975708,0.03239908943780594
26,0.0014810606648790695,0.006434477400034666,0.04056465718895197
